name,span,matches,innings,overs,maiden_overs,runs_conceded,wickets,best_bowling_figure,average,economy_rate,bowling_strike_rate,four_wickets_haul,five_wickets_haul
Ansh Tandon (UAE),2023-2023,1,-,-,-,-,-,-,-,-,-,-,-
Anwar Hossain (BAN),2002-2002,1,-,-,-,-,-,-,-,-,-,-,-
V Aravind (UAE),2019-2024,57,-,-,-,-,-,-,-,-,-,-,-
KJ Arnott (ZIM),1992-1993,9,-,-,-,-,-,-,-,-,-,-,-
Asghar Ali (UAE),2004-2004,2,-,-,-,-,-,-,-,-,-,-,-
Asif Khan (UAE),2022-2024,32,-,-,-,-,-,-,-,-,-,-,-
Asif Mahmood (PAK),1998-1998,2,-,-,-,-,-,-,-,-,-,-,-
MA Atherton (ENG),1990-1998,54,-,-,-,-,-,-,-,-,-,-,-
Atiq-uz-Zaman (PAK),2000-2000,3,-,-,-,-,-,-,-,-,-,-,-
JJ Atkinson (HKG),2008-2017,9,-,-,-,-,-,-,-,-,-,-,-
Azam Khan (PAK),1996-1998,6,-,-,-,-,-,-,-,-,-,-,-
SJ Baard (NAM),2019-2022,19,-,-,-,-,-,-,-,-,-,-,-
Babar Azam (PAK),2015-2023,117,-,-,-,-,-,-,-,-,-,-,-
S Badrinath (IND),2008-2011,7,-,-,-,-,-,-,-,-,-,-,-
A Bagai (CAN),2003-2013,62,-,-,-,-,-,-,-,-,-,-,-
GJ Bailey (AUS),2012-2016,90,-,-,-,-,-,-,-,-,-,-,-
MD Bailey (NZ),1998-1998,1,-,-,-,-,-,-,-,-,-,-,-
RJ Bailey (ENG),1990-1990,1,-,-,-,-,-,-,-,-,-,-,-
JM Bairstow (ENG),2011-2023,107,-,-,-,-,-,-,-,-,-,-,-
GS Ballance (ENG/ZIM),2013-2023,21,-,-,-,-,-,-,-,-,-,-,-
T Banton (ENG),2020-2020,6,-,-,-,-,-,-,-,-,-,-,-
AB Barath (WI),2010-2012,14,-,-,-,-,-,-,-,-,-,-,-
GEF Barnett (CAN),2006-2010,22,-,-,-,-,-,-,-,-,-,-,-
DM Basden (BER),2007-2007,2,-,-,-,-,-,-,-,-,-,-,-
IPP Batuwitarachchi (UAE),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-
D Bau (PNG),2016-2022,14,-,-,-,-,-,-,-,-,-,-,-
CS Baugh (WI),2003-2012,47,-,-,-,-,-,-,-,-,-,-,-
AC Bedade (IND),1994-1994,13,-,-,-,-,-,-,-,-,-,-,-
MD Bell (NZ),1998-2001,7,-,-,-,-,-,-,-,-,-,-,-
AR Berenger (UAE),2014-2015,10,-,-,-,-,-,-,-,-,-,-,-
B Bhandari (NEP),2019-2022,17,-,-,-,-,-,-,-,-,-,-,-
M Bhanuka (SL),2019-2021,6,-,-,-,-,-,-,-,-,-,-,-
RA Bhatti (CAN),2011-2011,1,-,-,-,-,-,-,-,-,-,-,-
IS Billcliff (CAN),2003-2009,19,-,-,-,-,-,-,-,-,-,-,-
SW Billings (ENG),2015-2022,28,-,-,-,-,-,-,-,-,-,-,-
TJ Bishop (WI),2024-2024,1,-,-,-,-,-,-,-,-,-,-,-
TE Blain (NZ),1993-1994,16,-,-,-,-,-,-,-,-,-,-,-
G Blakeney (BER),2009-2009,2,-,-,-,-,-,-,-,-,-,-,-
RJ Blakey (ENG),1992-1993,3,-,-,-,-,-,-,-,-,-,-,-
TA Blundell (NZ),2020-2023,12,-,-,-,-,-,-,-,-,-,-,-
LE Bosman (Afr/SA),2006-2010,14,-,-,-,-,-,-,-,-,-,-,-
MV Boucher (Afr/SA),1998-2011,295,-,-,-,-,-,-,-,-,-,-,-
CJ Bowes (NZ),2023-2023,6,-,-,-,-,-,-,-,-,-,-,-
DM Bravo (WI),2009-2022,122,-,-,-,-,-,-,-,-,-,-,-
JP Bray (IRE),2006-2007,15,-,-,-,-,-,-,-,-,-,-,-
GA Briant (ZIM),1993-1993,5,-,-,-,-,-,-,-,-,-,-,-
HC Brook (ENG),2023-2023,15,-,-,-,-,-,-,-,-,-,-,-
SSJ Brooks (WI),2022-2023,29,-,-,-,-,-,-,-,-,-,-,-
NT Broom (NZ),2009-2017,39,-,-,-,-,-,-,-,-,-,-,-
CO Browne (WI),1995-2005,46,-,-,-,-,-,-,-,-,-,-,-
PA Browne (WI),2008-2008,5,-,-,-,-,-,-,-,-,-,-,-
DG Brownlie (NZ),2012-2017,16,-,-,-,-,-,-,-,-,-,-,-
GK Bruk-Jackson (ZIM),1993-1993,1,-,-,-,-,-,-,-,-,-,-,-
JA Burns (AUS),2015-2015,6,-,-,-,-,-,-,-,-,-,-,-
JC Buttler (ENG),2012-2023,181,-,-,-,-,-,-,-,-,-,-,-
AF Buurman (NED),2007-2011,17,-,-,-,-,-,-,-,-,-,-,-
RJ Campbell (AUS),2002-2002,2,-,-,-,-,-,-,-,-,-,-,-
AT Carey (AUS),2018-2023,72,-,-,-,-,-,-,-,-,-,-,-
SV Carlisle (ZIM),1995-2005,111,-,-,-,-,-,-,-,-,-,-,-
C Carter (HKG),2015-2018,11,-,-,-,-,-,-,-,-,-,-,-
HWR Cartwright (AUS),2017-2017,2,-,-,-,-,-,-,-,-,-,-,-
JJ Celestine (BER),2007-2008,8,-,-,-,-,-,-,-,-,-,-,-
RW Chakabva (ZIM),2008-2022,61,-,-,-,-,-,-,-,-,-,-,-
LD Chandimal (SL),2010-2022,157,-,-,-,-,-,-,-,-,-,-,-
VB Chandrasekhar (IND),1990-1990,3,-,-,-,-,-,-,-,-,-,-,-
MS Chapman (HKG/NZ),2015-2023,23,-,-,-,-,-,-,-,-,-,-,-
BB Chari (ZIM),2015-2020,14,-,-,-,-,-,-,-,-,-,-,-
M Cheruparambil (HKG),2004-2004,2,-,-,-,-,-,-,-,-,-,-,-
Chirag Suri (UAE),2018-2023,37,-,-,-,-,-,-,-,-,-,-,-
R Chopra (UAE),2024-2024,3,-,-,-,-,-,-,-,-,-,-,-
DN Chudasama (KENYA),1996-1999,20,-,-,-,-,-,-,-,-,-,-,-
DR Chumney (CAN),2003-2007,21,-,-,-,-,-,-,-,-,-,-,-
NE Clarke (NED),1996-1996,5,-,-,-,-,-,-,-,-,-,-,-
D Cleaver (NZ),2022-2022,1,-,-,-,-,-,-,-,-,-,-,-
FRJ Coleman (SCOT),2013-2015,16,-,-,-,-,-,-,-,-,-,-,-
M Commins (IRE),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-
DP Conway (NZ),2021-2023,32,-,-,-,-,-,-,-,-,-,-,-
AN Cook (ENG),2006-2014,92,-,-,-,-,-,-,-,-,-,-,-
SJ Cook (SA),1991-1993,4,-,-,-,-,-,-,-,-,-,-,-
BN Cooper (NED),2013-2021,13,-,-,-,-,-,-,-,-,-,-,-
CK Coventry (ZIM),2003-2015,39,-,-,-,-,-,-,-,-,-,-,-
RT Crandon (WI),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-
JP Crawley (ENG),1994-1999,13,-,-,-,-,-,-,-,-,-,-,-
Z Crawley (ENG),2021-2023,8,-,-,-,-,-,-,-,-,-,-,-
FS Crockwell (BER),2009-2009,2,-,-,-,-,-,-,-,-,-,-,-
NRJ Croes (NED),2023-2024,5,-,-,-,-,-,-,-,-,-,-,-
MH Cross (SCOT),2014-2024,93,-,-,-,-,-,-,-,-,-,-,-
JJ Crowe (NZ),1990-1990,2,-,-,-,-,-,-,-,-,-,-,-
EC D'Souza (UAE),2023-2023,3,-,-,-,-,-,-,-,-,-,-,-
V Dahiya (IND),2000-2001,19,-,-,-,-,-,-,-,-,-,-,-
S Daniel (SL),2024-2024,1,-,-,-,-,-,-,-,-,-,-,-
SS Das (IND),2001-2002,4,-,-,-,-,-,-,-,-,-,-,-
D Dasgupta (IND),2001-2001,5,-,-,-,-,-,-,-,-,-,-,-
PB Dassanayake (SL),1993-1994,16,-,-,-,-,-,-,-,-,-,-,-
H Davids (SA),2013-2013,2,-,-,-,-,-,-,-,-,-,-,-
AG Davies (SCOT),1999-1999,5,-,-,-,-,-,-,-,-,-,-,-
SG Davies (ZIM),1996-1996,4,-,-,-,-,-,-,-,-,-,-,-
SM Davies (ENG),2009-2011,8,-,-,-,-,-,-,-,-,-,-,-
N Davin (NAM),2023-2024,9,-,-,-,-,-,-,-,-,-,-,-
JJ Dawood (CAN),2009-2010,2,-,-,-,-,-,-,-,-,-,-,-
J Da Silva (WI),2021-2021,2,-,-,-,-,-,-,-,-,-,-,-
Q de Kock (SA),2013-2023,155,-,-,-,-,-,-,-,-,-,-,-
JH Desai (USA),2004-2004,1,-,-,-,-,-,-,-,-,-,-,-
SI de Saram (SL),1999-2001,15,-,-,-,-,-,-,-,-,-,-,-
AM de Silva (SL),1993-1993,3,-,-,-,-,-,-,-,-,-,-,-
SKL de Silva (SL),1997-1997,11,-,-,-,-,-,-,-,-,-,-,-
T de Zorzi (SA),2023-2023,5,-,-,-,-,-,-,-,-,-,-,-
S Dhamala (NEP),2022-2022,1,-,-,-,-,-,-,-,-,-,-,-
P Dharmani (IND),1996-1996,1,-,-,-,-,-,-,-,-,-,-,-
S Dhawan (IND),2010-2022,167,-,-,-,-,-,-,-,-,-,-,-
HS Dhillon (CAN),2006-2006,2,-,-,-,-,-,-,-,-,-,-,-
Dhiman Ghosh (BAN),2008-2008,14,-,-,-,-,-,-,-,-,-,-,-
N Dickwella (SL),2014-2022,55,-,-,-,-,-,-,-,-,-,-,-
WP Diepeveen (NED),2011-2011,1,-,-,-,-,-,-,-,-,-,-,-
SS Dighe (IND),2000-2001,23,-,-,-,-,-,-,-,-,-,-,-
HH Dippenaar (Afr/SA),1999-2007,107,-,-,-,-,-,-,-,-,-,-,-
MJ Di Venuto (AUS),1997-1997,9,-,-,-,-,-,-,-,-,-,-,-
ST Doheny (IRE),2023-2023,9,-,-,-,-,-,-,-,-,-,-,-
K Doriga (PNG),2017-2023,39,-,-,-,-,-,-,-,-,-,-,-
CRM Douglas (BER),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-
MW Douglas (NZ),1994-1995,6,-,-,-,-,-,-,-,-,-,-,-
TM Dowlin (WI),2009-2010,11,-,-,-,-,-,-,-,-,-,-,-
SO Dowrich (WI),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-
BM Duckett (ENG),2016-2023,11,-,-,-,-,-,-,-,-,-,-,-
T Duffin (ZIM),2006-2007,23,-,-,-,-,-,-,-,-,-,-,-
PJL Dujon (WI),1990-1991,20,-,-,-,-,-,-,-,-,-,-,-
JSE Dunford (JER),2023-2023,5,-,-,-,-,-,-,-,-,-,-,-
CI Dunusinghe (SL),1995-1995,1,-,-,-,-,-,-,-,-,-,-,-
MD du Preez (NAM),2021-2023,3,-,-,-,-,-,-,-,-,-,-,-
J Edness (BER),2007-2008,11,-,-,-,-,-,-,-,-,-,-,-
KA Edwards (WI),2011-2014,16,-,-,-,-,-,-,-,-,-,-,-
SA Edwards (NED),2018-2024,51,-,-,-,-,-,-,-,-,-,-,-
MTG Elliott (AUS),1997-1997,1,-,-,-,-,-,-,-,-,-,-,-
PA Emery (AUS),1994-1994,1,-,-,-,-,-,-,-,-,-,-,-
CR Ervine (ZIM),2010-2024,119,-,-,-,-,-,-,-,-,-,-,-
EA Essop-Adam (ZIM),1992-1992,1,-,-,-,-,-,-,-,-,-,-,-
Fahad Nawaz (UAE),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-
Fahad Usman (UAE),2004-2004,2,-,-,-,-,-,-,-,-,-,-,-
Faisal Athar (PAK),2003-2003,1,-,-,-,-,-,-,-,-,-,-,-
Faruk Ahmed (BAN),1990-1999,5,-,-,-,-,-,-,-,-,-,-,-
FY Fazal (IND),2016-2016,1,-,-,-,-,-,-,-,-,-,-,-
CJ Ferguson (AUS),2009-2011,30,-,-,-,-,-,-,-,-,-,-,-
N Fernandes (UAE),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-
UNK Fernando (SL),1994-1994,2,-,-,-,-,-,-,-,-,-,-,-
WIA Fernando (SL),2016-2024,38,-,-,-,-,-,-,-,-,-,-,-
J Figy (UAE),2019-2020,2,-,-,-,-,-,-,-,-,-,-,-
SE Findlay (WI),2008-2009,9,-,-,-,-,-,-,-,-,-,-,-
R Flannigan (SCOT),2010-2010,1,-,-,-,-,-,-,-,-,-,-,-
BT Foakes (ENG),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-
PJ Forrest (AUS),2012-2012,15,-,-,-,-,-,-,-,-,-,-,-
JS Foster (ENG),2001-2002,11,-,-,-,-,-,-,-,-,-,-,-
D Foxcroft (NZ),2023-2023,1,-,-,-,-,-,-,-,-,-,-,-
J Fraser-McGurk (AUS),2024-2024,2,-,-,-,-,-,-,-,-,-,-,-
PG Fulton (NZ),2004-2009,49,-,-,-,-,-,-,-,-,-,-,-
RD Gaikwad (IND),2022-2023,6,-,-,-,-,-,-,-,-,-,-,-
DJ Gandhi (IND),1999-2000,3,-,-,-,-,-,-,-,-,-,-,-
HJW Gardiner (SCOT),2013-2015,11,-,-,-,-,-,-,-,-,-,-,-
LV Garrick (WI),2001-2001,3,-,-,-,-,-,-,-,-,-,-,-
LK Germon (NZ),1994-1997,37,-,-,-,-,-,-,-,-,-,-,-
Ghulam Ali (PAK),1993-1995,3,-,-,-,-,-,-,-,-,-,-,-
Ghulam Shabber (UAE),2017-2019,23,-,-,-,-,-,-,-,-,-,-,-
T Gibbons (BER),2006-2006,2,-,-,-,-,-,-,-,-,-,-,-
HH Gibbs (SA),1996-2010,248,-,-,-,-,-,-,-,-,-,-,-
AC Gilchrist (AUS/ICC),1996-2008,287,-,-,-,-,-,-,-,-,-,-,-
PG Gillespie (IRE),2006-2007,5,-,-,-,-,-,-,-,-,-,-,-
DM Gondaria (KENYA),2013-2013,2,-,-,-,-,-,-,-,-,-,-,-
BHG Gorlee (NED),2022-2022,3,-,-,-,-,-,-,-,-,-,-,-
DI Gower (ENG),1990-1991,9,-,-,-,-,-,-,-,-,-,-,-
JP Greaves (WI),2022-2024,5,-,-,-,-,-,-,-,-,-,-,-
ZE Green (NAM),2019-2024,37,-,-,-,-,-,-,-,-,-,-,-
CG Greenidge (WI),1990-1991,12,-,-,-,-,-,-,-,-,-,-,-
NA Greenwood (JER),2023-2023,5,-,-,-,-,-,-,-,-,-,-,-
AFG Griffith (WI),1996-2000,9,-,-,-,-,-,-,-,-,-,-,-
J Gumbie (ZIM),2023-2024,12,-,-,-,-,-,-,-,-,-,-,-
R Gunasekera (CAN),2008-2014,19,-,-,-,-,-,-,-,-,-,-,-
AAW Gunawardena (SL),1994-1994,1,-,-,-,-,-,-,-,-,-,-,-
DA Gunawardene (SL),1998-2006,61,-,-,-,-,-,-,-,-,-,-,-
SK Gupta (KENYA),1996-2001,10,-,-,-,-,-,-,-,-,-,-,-
Gurdeep Singh (KENYA),2013-2013,1,-,-,-,-,-,-,-,-,-,-,-
Gursharan Singh (IND),1990-1990,1,-,-,-,-,-,-,-,-,-,-,-
BJ Haddin (AUS),2001-2015,126,-,-,-,-,-,-,-,-,-,-,-
Haider Ali (PAK),2020-2020,2,-,-,-,-,-,-,-,-,-,-,-
SR Hain (ENG),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-
RS Haire (IRE),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-
OJ Hairs (SCOT),2010-2010,5,-,-,-,-,-,-,-,-,-,-,-
AD Hales (ENG),2014-2019,70,-,-,-,-,-,-,-,-,-,-,-
JD Hall (IRE),2010-2010,3,-,-,-,-,-,-,-,-,-,-,-
JN Hamilton (WI),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-
Hamza Tariq (CAN),2011-2014,7,-,-,-,-,-,-,-,-,-,-,-
PSP Handscomb (AUS),2017-2019,22,-,-,-,-,-,-,-,-,-,-,-
JV Harris (CAN),2003-2003,6,-,-,-,-,-,-,-,-,-,-,-
RG Hart (NZ),2002-2002,2,-,-,-,-,-,-,-,-,-,-,-
BR Hartland (NZ),1992-1994,16,-,-,-,-,-,-,-,-,-,-,-
Hasan Raza (PAK),1996-1999,16,-,-,-,-,-,-,-,-,-,-,-
DL Haynes (WI),1990-1994,69,-,-,-,-,-,-,-,-,-,-,-
Hazratullah Zazai (AFG),2018-2019,16,-,-,-,-,-,-,-,-,-,-,-
IA Healy (AUS),1990-1997,147,-,-,-,-,-,-,-,-,-,-,-
SP Heaney (CAN),2006-2006,4,-,-,-,-,-,-,-,-,-,-,-
SD Heazlett (AUS),2017-2017,1,-,-,-,-,-,-,-,-,-,-,-
SO Hetmyer (WI),2017-2023,53,-,-,-,-,-,-,-,-,-,-,-
RIC Holder (WI),1993-1997,37,-,-,-,-,-,-,-,-,-,-,-
KA Hope (WI),2017-2017,7,-,-,-,-,-,-,-,-,-,-,-
SD Hope (WI),2016-2024,124,-,-,-,-,-,-,-,-,-,-,-
GJ Hopkins (NZ),2004-2010,25,-,-,-,-,-,-,-,-,-,-,-
MJ Horne (NZ),1997-2002,50,-,-,-,-,-,-,-,-,-,-,-
JM How (NZ),2005-2011,41,-,-,-,-,-,-,-,-,-,-,-
LG Howell (NZ),1998-1998,12,-,-,-,-,-,-,-,-,-,-,-
PJ Hughes (AUS),2013-2014,25,-,-,-,-,-,-,-,-,-,-,-
Humayun Farhat (PAK),2001-2001,5,-,-,-,-,-,-,-,-,-,-,-
N Hussain (ENG),1990-2003,87,-,-,-,-,-,-,-,-,-,-,-
RO Hussain (SCOT),2006-2010,8,-,-,-,-,-,-,-,-,-,-,-
KH Butt (HKG),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-
DP Hyatt (WI),2011-2011,9,-,-,-,-,-,-,-,-,-,-,-
Ibrahim Zadran (AFG),2019-2024,33,-,-,-,-,-,-,-,-,-,-,-
Ihsanullah (AFG),2017-2018,16,-,-,-,-,-,-,-,-,-,-,-
Ikram Alikhil (AFG),2019-2024,26,-,-,-,-,-,-,-,-,-,-,-
Imam-ul-Haq (PAK),2017-2023,72,-,-,-,-,-,-,-,-,-,-,-
Imran Abbas (PAK),2000-2000,2,-,-,-,-,-,-,-,-,-,-,-
Imrul Kayes (BAN),2008-2018,78,-,-,-,-,-,-,-,-,-,-,-
Imtiaz Abbasi (UAE),1994-1996,7,-,-,-,-,-,-,-,-,-,-,-
JP Inglis (AUS),2022-2024,21,-,-,-,-,-,-,-,-,-,-,-
PJ Ingram (NZ),2010-2010,8,-,-,-,-,-,-,-,-,-,-,-
IT Iqbal (KENYA),1996-1996,3,-,-,-,-,-,-,-,-,-,-,-
Ishan Kishan (IND),2021-2023,27,-,-,-,-,-,-,-,-,-,-,-
RD Jacobs (WI),1996-2004,147,-,-,-,-,-,-,-,-,-,-,-
W Jaffer (IND),2006-2006,2,-,-,-,-,-,-,-,-,-,-,-
Jahangir Alam (BAN),1997-1999,3,-,-,-,-,-,-,-,-,-,-,-
Jahurul Islam (BAN),2010-2013,14,-,-,-,-,-,-,-,-,-,-,-
WR James (ZIM),1992-1996,11,-,-,-,-,-,-,-,-,-,-,-
PA Jaques (AUS),2006-2007,6,-,-,-,-,-,-,-,-,-,-,-
RM Jariwala (USA),2022-2022,4,-,-,-,-,-,-,-,-,-,-,-
Javed Miandad (PAK),1990-1996,75,-,-,-,-,-,-,-,-,-,-,-
Javed Omar (BAN),1995-2007,59,-,-,-,-,-,-,-,-,-,-,-
Javed Qadeer (PAK),1995-1995,1,-,-,-,-,-,-,-,-,-,-,-
HAPW Jayawardene (SL),2003-2007,6,-,-,-,-,-,-,-,-,-,-,-
JW Jenner (JER),2023-2023,5,-,-,-,-,-,-,-,-,-,-,-
A Johnson (CAN),2023-2024,12,-,-,-,-,-,-,-,-,-,-,-
LR Johnson (WI),2008-2015,6,-,-,-,-,-,-,-,-,-,-,-
MR Johnson (USA),2004-2004,2,-,-,-,-,-,-,-,-,-,-,-
GO Jones (ENG/PNG),2004-2014,51,-,-,-,-,-,-,-,-,-,-,-
MA Jones (SCOT),2018-2022,12,-,-,-,-,-,-,-,-,-,-,-
RA Jones (NZ),2003-2003,5,-,-,-,-,-,-,-,-,-,-,-
C Jonker (SA),2018-2018,2,-,-,-,-,-,-,-,-,-,-,-
S Jora (NEP),2019-2023,5,-,-,-,-,-,-,-,-,-,-,-
SC Joseph (WI),2000-2005,13,-,-,-,-,-,-,-,-,-,-,-
DI Joyce (IRE),2006-2007,3,-,-,-,-,-,-,-,-,-,-,-
EC Joyce (ENG/IRE),2006-2018,78,-,-,-,-,-,-,-,-,-,-,-
R Kaia (ZIM),2015-2015,1,-,-,-,-,-,-,-,-,-,-,-
M Kaif (IND),2002-2006,125,-,-,-,-,-,-,-,-,-,-,-
T Kaitano (ZIM),2022-2024,11,-,-,-,-,-,-,-,-,-,-,-
AV Kale (IND),2003-2003,1,-,-,-,-,-,-,-,-,-,-,-
RS Kaluwitharana (SL),1990-2004,189,-,-,-,-,-,-,-,-,-,-,-
Kamran Akmal (PAK),2002-2017,157,-,-,-,-,-,-,-,-,-,-,-
Kamran Ghulam (PAK),2023-2023,1,-,-,-,-,-,-,-,-,-,-,-
TS Kamunhukamwe (ZIM),2018-2024,12,-,-,-,-,-,-,-,-,-,-,-
M Karg (NAM),2003-2003,3,-,-,-,-,-,-,-,-,-,-,-
IA Karim (KENYA),2011-2014,9,-,-,-,-,-,-,-,-,-,-,-
SS Karim (IND),1997-2000,34,-,-,-,-,-,-,-,-,-,-,-
KD Karthik (IND),2004-2019,94,-,-,-,-,-,-,-,-,-,-,-
F Kasteni (ZIM),2007-2007,3,-,-,-,-,-,-,-,-,-,-,-
SM Katich (AUS),2001-2006,45,-,-,-,-,-,-,-,-,-,-,-
D Keulder (NAM),2003-2003,6,-,-,-,-,-,-,-,-,-,-,-
RWT Key (ENG),2003-2004,5,-,-,-,-,-,-,-,-,-,-,-
SP Khakurel (NEP),2018-2022,6,-,-,-,-,-,-,-,-,-,-,-
Khaled Mashud (BAN),1995-2006,126,-,-,-,-,-,-,-,-,-,-,-
Khalid Latif (PAK),2008-2010,5,-,-,-,-,-,-,-,-,-,-,-
UT Khawaja (AUS),2013-2019,40,-,-,-,-,-,-,-,-,-,-,-
GK Khoda (IND),1998-1998,2,-,-,-,-,-,-,-,-,-,-,-
AR Khurasiya (IND),1999-2001,12,-,-,-,-,-,-,-,-,-,-,-
Khurram Manzoor (PAK),2008-2009,7,-,-,-,-,-,-,-,-,-,-,-
Khurram Nawaz (OMA),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-
C Kieswetter (ENG),2010-2013,46,-,-,-,-,-,-,-,-,-,-,-
BA King (WI),2019-2023,37,-,-,-,-,-,-,-,-,-,-,-
NV Knight (ENG),1996-2003,100,-,-,-,-,-,-,-,-,-,-,-
LJ Koen (SA),1997-2000,5,-,-,-,-,-,-,-,-,-,-,-
JP Kotze (NAM),2019-2024,10,-,-,-,-,-,-,-,-,-,-,-
CK Kruger (HKG),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-
MB Kruger (NAM),2024-2024,1,-,-,-,-,-,-,-,-,-,-,-
N Kruger (NED),2011-2011,2,-,-,-,-,-,-,-,-,-,-,-
DSBP Kuruppu (SL),1990-1990,5,-,-,-,-,-,-,-,-,-,-,-
SB Lama (HKG),2004-2004,1,-,-,-,-,-,-,-,-,-,-,-
AJ Lamb (ENG),1990-1992,33,-,-,-,-,-,-,-,-,-,-,-
JL Langer (AUS),1994-1997,8,-,-,-,-,-,-,-,-,-,-,-
TWM Latham (NZ),2012-2023,147,-,-,-,-,-,-,-,-,-,-,-
JAD Lawrenson (JER),2023-2023,5,-,-,-,-,-,-,-,-,-,-,-
E Lewis (WI),2016-2021,57,-,-,-,-,-,-,-,-,-,-,-
GFJ Liebenberg (SA),1995-1998,4,-,-,-,-,-,-,-,-,-,-,-
Litton Das (BAN),2015-2024,91,-,-,-,-,-,-,-,-,-,-,-
GD Lloyd (ENG),1996-1998,6,-,-,-,-,-,-,-,-,-,-,-
DR Lockhart (SCOT),2006-2010,14,-,-,-,-,-,-,-,-,-,-,-
AL Logie (WI),1990-1993,44,-,-,-,-,-,-,-,-,-,-,-
L Louwrens (NAM),2022-2023,23,-,-,-,-,-,-,-,-,-,-,-
Lovepreet Singh (UAE),2023-2023,2,-,-,-,-,-,-,-,-,-,-,-
MB Loye (ENG),2007-2007,7,-,-,-,-,-,-,-,-,-,-,-
MJ Lumb (ENG),2014-2014,3,-,-,-,-,-,-,-,-,-,-,-
CA Lynn (AUS),2017-2018,4,-,-,-,-,-,-,-,-,-,-,-
C McAuslan (HKG),2017-2017,2,-,-,-,-,-,-,-,-,-,-,-
NFI McCallum (SCOT),2006-2011,43,-,-,-,-,-,-,-,-,-,-,-
BB McCullum (NZ),2002-2016,260,-,-,-,-,-,-,-,-,-,-,-
BR McDermott (AUS),2021-2022,5,-,-,-,-,-,-,-,-,-,-,-
PD McGlashan (NZ),2009-2009,4,-,-,-,-,-,-,-,-,-,-,-
PD Machhi (OMA),2021-2021,1,-,-,-,-,-,-,-,-,-,-,-
TSS Mackintosh (SCOT),2023-2023,10,-,-,-,-,-,-,-,-,-,-,-
NJ MacRae (SCOT),2006-2006,2,-,-,-,-,-,-,-,-,-,-,-
C Madande (ZIM),2022-2024,15,-,-,-,-,-,-,-,-,-,-,-
DL Maddy (ENG),1998-2000,8,-,-,-,-,-,-,-,-,-,-,-
TN Madondo (ZIM),1998-2001,13,-,-,-,-,-,-,-,-,-,-,-
Mahbubur Rahman (BAN),1999-1999,1,-,-,-,-,-,-,-,-,-,-,-
JP Maher (AUS),1998-2003,26,-,-,-,-,-,-,-,-,-,-,-
Mahmood Hamid (PAK),1995-1995,1,-,-,-,-,-,-,-,-,-,-,-
JN Malan (SA),2020-2022,23,-,-,-,-,-,-,-,-,-,-,-
GA Manou (AUS),2009-2009,4,-,-,-,-,-,-,-,-,-,-,-
Mansoor Akhtar (PAK),1990-1990,1,-,-,-,-,-,-,-,-,-,-,-
A Maregwede (ZIM),2003-2005,11,-,-,-,-,-,-,-,-,-,-,-
GR Marsh (AUS),1990-1992,39,-,-,-,-,-,-,-,-,-,-,-
SE Marsh (AUS),2008-2019,73,-,-,-,-,-,-,-,-,-,-,-
HJH Marshall (NZ),2003-2007,66,-,-,-,-,-,-,-,-,-,-,-
JAH Marshall (NZ),2005-2008,10,-,-,-,-,-,-,-,-,-,-,-
JJ Martin (IND),1999-2001,10,-,-,-,-,-,-,-,-,-,-,-
T Marumani (ZIM),2021-2023,12,-,-,-,-,-,-,-,-,-,-,-
SJ Massiah (USA),2004-2004,2,-,-,-,-,-,-,-,-,-,-,-
TMK Mawoyo (ZIM),2006-2014,7,-,-,-,-,-,-,-,-,-,-,-
MP Maynard (ENG),1994-2000,14,-,-,-,-,-,-,-,-,-,-,-
RD McCann (IRE),2010-2010,8,-,-,-,-,-,-,-,-,-,-,-
JA McCollum (IRE),2019-2021,10,-,-,-,-,-,-,-,-,-,-,-
SS McKechnie (HKG),2017-2018,8,-,-,-,-,-,-,-,-,-,-,-
V Mehra (UAE),1994-1996,6,-,-,-,-,-,-,-,-,-,-,-
MC Mendis (SL),1995-1995,1,-,-,-,-,-,-,-,-,-,-,-
DA Miller (SA),2010-2023,173,-,-,-,-,-,-,-,-,-,-,-
DA Minors (BER),2006-2007,20,-,-,-,-,-,-,-,-,-,-,-
Mohammad Aslam (UAE),1996-1996,4,-,-,-,-,-,-,-,-,-,-,-
Mohammad Haris (PAK),2022-2023,6,-,-,-,-,-,-,-,-,-,-,-
Mohammad Iqbal (CAN),2007-2008,5,-,-,-,-,-,-,-,-,-,-,-
Mohammad Ishaq (UAE),1994-1996,5,-,-,-,-,-,-,-,-,-,-,-
Mohammad Naim (BAN),2020-2023,8,-,-,-,-,-,-,-,-,-,-,-
Mohammad Rizwan (PAK),2015-2023,74,-,-,-,-,-,-,-,-,-,-,-
